gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_amplification_cases	cohort_cnv_amplification_cases_percentage	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_heterozygous_deletion_cases	cohort_cnv_heterozygous_deletion_cases_percentage	num_cohort_cnv_homozygous_deletion_cases	cohort_cnv_homozygous_deletion_cases_percentage	num_mutations	annotations
ENSG00000197646	PDCD1LG2	programmed cell death 1 ligand 2	9p24.1	protein_coding	1	513	0.19	55	18289	0.30	511	0	0.00	12	2.35	125	24.46	2	0.39	2	Cancer Gene Census
ENSG00000197880	MDS2	myelodysplastic syndrome 2 translocation associated	1p36.12, 1p36.11	lncRNA	1	513	0.19	61	18289	0.33	511	0	0.00	0	0.00	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000198053	SIRPA	signal regulatory protein alpha	20p13	protein_coding	1	513	0.19	173	18289	0.95	511	3	0.59	38	7.44	10	1.96	0	0.00	1	Cancer Gene Census
ENSG00000198604	BAZ1A	bromodomain adjacent to zinc finger domain 1A	14q13.1, 14q13.2	protein_coding	1	513	0.19	299	18289	1.63	511	2	0.39	4	0.78	57	11.15	0	0.00	1	Cancer Gene Census
ENSG00000198625	MDM4	MDM4 regulator of p53	1q32.1	protein_coding	1	513	0.19	129	18289	0.71	511	15	2.94	21	4.11	9	1.76	0	0.00	1	Cancer Gene Census
ENSG00000204209	DAXX	death domain associated protein	6p21.32	protein_coding	1	513	0.19	200	18289	1.09	511	0	0.00	10	1.96	16	3.13	0	0.00	1	Cancer Gene Census
ENSG00000214827	MTCP1	mature T cell proliferation 1	Xq28	protein_coding	1	513	0.19	27	18289	0.15	511	0	0.00	0	0.00	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000221829	FANCG	FA complementation group G	9p13.3	protein_coding	1	513	0.19	125	18289	0.68	511	1	0.20	10	1.96	62	12.13	0	0.00	1	Cancer Gene Census
ENSG00000244405	ETV5	ETS variant transcription factor 5	3q27.2	protein_coding	1	513	0.19	182	18289	1.00	511	2	0.39	10	1.96	25	4.89	0	0.00	1	Cancer Gene Census
ENSG00000257103	LSM14A	LSM14A mRNA processing body assembly factor	19q13.11	protein_coding	1	513	0.19	133	18289	0.73	511	1	0.20	25	4.89	195	38.16	0	0.00	1	Cancer Gene Census
ENSG00000270647	TAF15	TATA-box binding protein associated factor 15	17q12	protein_coding	1	513	0.19	173	18289	0.95	511	1	0.20	9	1.76	13	2.54	0	0.00	1	Cancer Gene Census
ENSG00000286522	H3C2	H3 clustered histone 2	6p22.2	protein_coding	1	513	0.19	155	18289	0.85	511	0	0.00	8	1.57	27	5.28	0	0.00	1	Cancer Gene Census
ENSG00000002834	LASP1	LIM and SH3 protein 1	17q12	protein_coding	0	513	0.00	82	18289	0.45	511	0	0.00	10	1.96	11	2.15	0	0.00	0	Cancer Gene Census
ENSG00000007312	CD79B	CD79b molecule	17q23.3	protein_coding	0	513	0.00	86	18289	0.47	511	3	0.59	27	5.28	5	0.98	0	0.00	0	Cancer Gene Census
ENSG00000018408	WWTR1	WW domain containing transcription regulator 1	3q25.1	protein_coding	0	513	0.00	110	18289	0.60	511	1	0.20	6	1.17	29	5.68	0	0.00	0	Cancer Gene Census
ENSG00000019582	CD74	CD74 molecule	5q33.1	protein_coding	0	513	0.00	58	18289	0.32	511	2	0.39	6	1.17	41	8.02	0	0.00	0	Cancer Gene Census
ENSG00000065559	MAP2K4	mitogen-activated protein kinase kinase 4	17p12	protein_coding	0	513	0.00	228	18289	1.25	511	0	0.00	7	1.37	8	1.57	0	0.00	0	Cancer Gene Census
ENSG00000067955	CBFB	core-binding factor subunit beta	16q22.1	protein_coding	0	513	0.00	94	18289	0.51	511	1	0.20	10	1.96	20	3.91	0	0.00	0	Cancer Gene Census
ENSG00000068078	FGFR3	fibroblast growth factor receptor 3	4p16.3	protein_coding	0	513	0.00	306	18289	1.67	511	2	0.39	8	1.57	46	9.00	0	0.00	0	Cancer Gene Census
ENSG00000069399	BCL3	BCL3 transcription coactivator	19q13.32	protein_coding	0	513	0.00	108	18289	0.59	511	2	0.39	19	3.72	237	46.38	0	0.00	0	Cancer Gene Census
ENSG00000072062	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	19p13.12	protein_coding	0	513	0.00	125	18289	0.68	511	1	0.20	39	7.63	6	1.17	0	0.00	0	Cancer Gene Census
ENSG00000072694	FCGR2B	Fc fragment of IgG receptor IIb	1q23.3	protein_coding	0	513	0.00	111	18289	0.61	511	2	0.39	28	5.48	4	0.78	0	0.00	0	Cancer Gene Census
ENSG00000074266	EED	embryonic ectoderm development	11q14.2	protein_coding	0	513	0.00	126	18289	0.69	511	0	0.00	36	7.05	11	2.15	0	0.00	0	Cancer Gene Census
ENSG00000082898	XPO1	exportin 1	2p15	protein_coding	0	513	0.00	221	18289	1.21	511	1	0.20	8	1.57	13	2.54	0	0.00	0	Cancer Gene Census
ENSG00000084676	NCOA1	nuclear receptor coactivator 1	2p23.3	protein_coding	0	513	0.00	319	18289	1.74	511	1	0.20	9	1.76	14	2.74	0	0.00	0	Cancer Gene Census
ENSG00000100311	PDGFB	platelet derived growth factor subunit B	22q13.1	protein_coding	0	513	0.00	95	18289	0.52	511	1	0.20	10	1.96	51	9.98	0	0.00	0	Cancer Gene Census
ENSG00000104408	EIF3E	eukaryotic translation initiation factor 3 subunit E	8q23.1	protein_coding	0	513	0.00	161	18289	0.88	511	17	3.33	69	13.50	4	0.78	0	0.00	0	Cancer Gene Census
ENSG00000104419	NDRG1	N-myc downstream regulated 1	8q24.22	protein_coding	0	513	0.00	138	18289	0.75	511	19	3.72	65	12.72	9	1.76	0	0.00	0	Cancer Gene Census
ENSG00000104660	LEPROTL1	leptin receptor overlapping transcript like 1	8p12	protein_coding	0	513	0.00	37	18289	0.20	511	2	0.39	26	5.09	12	2.35	0	0.00	0	Cancer Gene Census
ENSG00000104903	LYL1	LYL1 basic helix-loop-helix family member	19p13.13	protein_coding	0	513	0.00	42	18289	0.23	511	1	0.20	39	7.63	7	1.37	0	0.00	0	Cancer Gene Census
ENSG00000105173	CCNE1	cyclin E1	19q12	protein_coding	0	513	0.00	128	18289	0.70	511	0	0.00	24	4.70	187	36.59	0	0.00	0	Cancer Gene Census
ENSG00000105369	CD79A	CD79a molecule	19q13.2	protein_coding	0	513	0.00	78	18289	0.43	511	0	0.00	22	4.31	227	44.42	0	0.00	0	Cancer Gene Census
ENSG00000105568	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	19q13.41	protein_coding	0	513	0.00	312	18289	1.71	511	0	0.00	21	4.11	252	49.32	0	0.00	0	Cancer Gene Census
ENSG00000105810	CDK6	cyclin dependent kinase 6	7q21.2	protein_coding	0	513	0.00	104	18289	0.57	511	21	4.11	111	21.72	1	0.20	0	0.00	0	Cancer Gene Census
ENSG00000106031	HOXA13	homeobox A13	7p15.2	protein_coding	0	513	0.00	107	18289	0.59	511	18	3.52	75	14.68	2	0.39	0	0.00	0	Cancer Gene Census
ENSG00000106483	SFRP4	secreted frizzled related protein 4	7p14.1	protein_coding	0	513	0.00	172	18289	0.94	511	17	3.33	78	15.26	0	0.00	0	0.00	0	Cancer Gene Census
ENSG00000107807	TLX1	T cell leukemia homeobox 1	10q24.31	protein_coding	0	513	0.00	77	18289	0.42	511	1	0.20	1	0.20	103	20.16	0	0.00	0	Cancer Gene Census
ENSG00000108953	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	17p13.3	protein_coding	0	513	0.00	68	18289	0.37	511	0	0.00	9	1.76	7	1.37	0	0.00	0	Cancer Gene Census
ENSG00000109220	CHIC2	cysteine rich hydrophobic domain 2	4q12	protein_coding	0	513	0.00	42	18289	0.23	511	18	3.52	9	1.76	36	7.05	0	0.00	0	Cancer Gene Census
ENSG00000110619	CARS1	cysteinyl-tRNA synthetase 1	11p15.4	protein_coding	0	513	0.00	205	18289	1.12	511	0	0.00	15	2.94	90	17.61	1	0.20	0	Cancer Gene Census
ENSG00000110987	BCL7A	BAF chromatin remodeling complex subunit BCL7A	12q24.31	protein_coding	0	513	0.00	280	18289	1.53	511	3	0.59	17	3.33	38	7.44	0	0.00	0	Cancer Gene Census
ENSG00000111275	ALDH2	aldehyde dehydrogenase 2 family member	12q24.12	protein_coding	0	513	0.00	145	18289	0.79	511	2	0.39	7	1.37	47	9.20	1	0.20	0	Cancer Gene Census
ENSG00000111679	PTPN6	protein tyrosine phosphatase non-receptor type 6	12p13.31	protein_coding	0	513	0.00	168	18289	0.92	511	16	3.13	40	7.83	11	2.15	0	0.00	0	Cancer Gene Census
ENSG00000112237	CCNC	cyclin C	6q16.2	protein_coding	0	513	0.00	77	18289	0.42	511	0	0.00	2	0.39	56	10.96	0	0.00	0	Cancer Gene Census
ENSG00000112576	CCND3	cyclin D3	6p21.1	protein_coding	0	513	0.00	111	18289	0.61	511	1	0.20	6	1.17	16	3.13	0	0.00	0	Cancer Gene Census
ENSG00000115808	STRN	striatin	2p22.2	protein_coding	0	513	0.00	174	18289	0.95	511	1	0.20	8	1.57	12	2.35	0	0.00	0	Cancer Gene Census
ENSG00000116251	RPL22	ribosomal protein L22	1p36.31	protein_coding	0	513	0.00	274	18289	1.50	511	2	0.39	6	1.17	207	40.51	0	0.00	0	Cancer Gene Census
ENSG00000116990	MYCL	MYCL proto-oncogene, bHLH transcription factor	1p34.2	protein_coding	0	513	0.00	87	18289	0.48	511	2	0.39	10	1.96	176	34.44	1	0.20	0	Cancer Gene Census
ENSG00000117020	AKT3	AKT serine/threonine kinase 3	1q43, 1q44	protein_coding	0	513	0.00	176	18289	0.96	511	3	0.59	21	4.11	21	4.11	0	0.00	0	Cancer Gene Census
ENSG00000117118	SDHB	succinate dehydrogenase complex iron sulfur subunit B	1p36.13	protein_coding	0	513	0.00	44	18289	0.24	511	2	0.39	9	1.76	185	36.20	0	0.00	0	Cancer Gene Census
ENSG00000118046	STK11	serine/threonine kinase 11	19p13.3	protein_coding	0	513	0.00	320	18289	1.75	511	0	0.00	44	8.61	16	3.13	0	0.00	0	Cancer Gene Census
ENSG00000118503	TNFAIP3	TNF alpha induced protein 3	6q23.3	protein_coding	0	513	0.00	191	18289	1.04	511	0	0.00	2	0.39	72	14.09	0	0.00	0	Cancer Gene Census
ENSG00000118689	FOXO3	forkhead box O3	6q21	protein_coding	0	513	0.00	137	18289	0.75	511	0	0.00	2	0.39	62	12.13	0	0.00	0	Cancer Gene Census
ENSG00000118971	CCND2	cyclin D2	12p13.32	protein_coding	0	513	0.00	116	18289	0.63	511	19	3.72	39	7.63	9	1.76	0	0.00	0	Cancer Gene Census
ENSG00000119508	NR4A3	nuclear receptor subfamily 4 group A member 3	9q31.1	protein_coding	0	513	0.00	192	18289	1.05	511	2	0.39	18	3.52	30	5.87	0	0.00	0	Cancer Gene Census
ENSG00000119535	CSF3R	colony stimulating factor 3 receptor	1p34.3	protein_coding	0	513	0.00	266	18289	1.45	511	2	0.39	11	2.15	177	34.64	1	0.20	0	Cancer Gene Census
ENSG00000119537	KDSR	3-ketodihydrosphingosine reductase	18q21.33	protein_coding	0	513	0.00	70	18289	0.38	511	1	0.20	12	2.35	52	10.18	0	0.00	0	Cancer Gene Census
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	7p15.2	protein_coding	0	513	0.00	183	18289	1.00	511	18	3.52	75	14.68	2	0.39	0	0.00	0	Cancer Gene Census
ENSG00000123268	ATF1	activating transcription factor 1	12q13.12	protein_coding	0	513	0.00	63	18289	0.34	511	2	0.39	11	2.15	57	11.15	0	0.00	0	Cancer Gene Census
ENSG00000123388	HOXC11	homeobox C11	12q13.13	protein_coding	0	513	0.00	110	18289	0.60	511	1	0.20	10	1.96	57	11.15	1	0.20	0	Cancer Gene Census
ENSG00000124145	SDC4	syndecan 4	20q13.12	protein_coding	0	513	0.00	69	18289	0.38	511	3	0.59	33	6.46	1	0.20	0	0.00	0	Cancer Gene Census
ENSG00000125285	SOX21	SRY-box transcription factor 21	13q32.1	protein_coding	0	513	0.00	71	18289	0.39	511	2	0.39	9	1.76	78	15.26	0	0.00	0	Cancer Gene Census
ENSG00000126453	BCL2L12	BCL2 like 12	19q13.33	protein_coding	0	513	0.00	112	18289	0.61	511	0	0.00	18	3.52	244	47.75	0	0.00	0	Cancer Gene Census
ENSG00000126746	ZNF384	zinc finger protein 384	12p13.31	protein_coding	0	513	0.00	144	18289	0.79	511	16	3.13	43	8.41	10	1.96	0	0.00	0	Cancer Gene Census
ENSG00000126778	SIX1	SIX homeobox 1	14q23.1	protein_coding	0	513	0.00	118	18289	0.65	511	1	0.20	1	0.20	96	18.79	0	0.00	0	Cancer Gene Census
ENSG00000128713	HOXD11	homeobox D11	2q31.1	protein_coding	0	513	0.00	106	18289	0.58	511	1	0.20	6	1.17	16	3.13	0	0.00	0	Cancer Gene Census
ENSG00000128714	HOXD13	homeobox D13	2q31.1	protein_coding	0	513	0.00	129	18289	0.71	511	1	0.20	6	1.17	16	3.13	0	0.00	0	Cancer Gene Census
ENSG00000128944	KNSTRN	kinetochore localized astrin (SPAG5) binding protein	15q15.1	protein_coding	0	513	0.00	126	18289	0.69	511	1	0.20	2	0.39	52	10.18	0	0.00	0	Cancer Gene Census
ENSG00000129152	MYOD1	myogenic differentiation 1	11p15.1	protein_coding	0	513	0.00	151	18289	0.83	511	0	0.00	17	3.33	60	11.74	0	0.00	0	Cancer Gene Census
ENSG00000130675	MNX1	motor neuron and pancreas homeobox 1	7q36.3	protein_coding	0	513	0.00	102	18289	0.56	511	26	5.09	125	24.46	6	1.17	0	0.00	0	Cancer Gene Census
ENSG00000131759	RARA	retinoic acid receptor alpha	17q21.2	protein_coding	0	513	0.00	167	18289	0.91	511	0	0.00	10	1.96	13	2.54	0	0.00	0	Cancer Gene Census
ENSG00000132002	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	19p13.12	protein_coding	0	513	0.00	76	18289	0.42	511	1	0.20	40	7.83	6	1.17	0	0.00	0	Cancer Gene Census
ENSG00000132155	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	3p25.2	protein_coding	0	513	0.00	163	18289	0.89	511	3	0.59	14	2.74	26	5.09	0	0.00	0	Cancer Gene Census
ENSG00000132475	H3-3B	H3.3 histone B	17q25.1	protein_coding	0	513	0.00	83	18289	0.45	511	5	0.98	30	5.87	8	1.57	0	0.00	0	Cancer Gene Census
ENSG00000132906	CASP9	caspase 9	1p36.21	protein_coding	0	513	0.00	91	18289	0.50	511	2	0.39	8	1.57	188	36.79	0	0.00	0	Cancer Gene Census
ENSG00000133639	BTG1	BTG anti-proliferation factor 1	12q21.33	protein_coding	0	513	0.00	89	18289	0.49	511	1	0.20	10	1.96	49	9.59	0	0.00	0	Cancer Gene Census
ENSG00000134323	MYCN	MYCN proto-oncogene, bHLH transcription factor	2p24.3	protein_coding	0	513	0.00	207	18289	1.13	511	4	0.78	12	2.35	13	2.54	0	0.00	0	Cancer Gene Census
ENSG00000134899	ERCC5	ERCC excision repair 5, endonuclease	13q33.1	protein_coding	0	513	0.00	19	18289	0.10	511	2	0.39	12	2.35	77	15.07	0	0.00	0	Cancer Gene Census
ENSG00000135100	HNF1A	HNF1 homeobox A	12q24.31	protein_coding	0	513	0.00	251	18289	1.37	511	2	0.39	19	3.72	38	7.44	0	0.00	0	Cancer Gene Census
ENSG00000135111	TBX3	T-box transcription factor 3	12q24.21	protein_coding	0	513	0.00	346	18289	1.89	511	3	0.59	11	2.15	40	7.83	1	0.20	0	Cancer Gene Census
ENSG00000135956	TMEM127	transmembrane protein 127	2q11.2	protein_coding	0	513	0.00	61	18289	0.33	511	1	0.20	9	1.76	5	0.98	0	0.00	0	Cancer Gene Census
ENSG00000136492	BRIP1	BRCA1 interacting protein C-terminal helicase 1	17q23.2	protein_coding	0	513	0.00	314	18289	1.72	511	2	0.39	28	5.48	7	1.37	0	0.00	0	Cancer Gene Census
ENSG00000136754	ABI1	abl interactor 1	10p12.1	protein_coding	0	513	0.00	105	18289	0.57	511	11	2.15	46	9.00	70	13.70	0	0.00	0	Cancer Gene Census
ENSG00000136997	MYC	MYC proto-oncogene, bHLH transcription factor	8q24.21	protein_coding	0	513	0.00	199	18289	1.09	511	22	4.31	65	12.72	6	1.17	0	0.00	0	Cancer Gene Census
ENSG00000137309	HMGA1	high mobility group AT-hook 1	6p21.31	protein_coding	0	513	0.00	26	18289	0.14	511	0	0.00	9	1.76	17	3.33	0	0.00	0	Cancer Gene Census
ENSG00000139718	SETD1B	SET domain containing 1B, histone lysine methyltransferase	12q24.31	protein_coding	0	513	0.00	214	18289	1.17	511	3	0.59	17	3.33	38	7.44	0	0.00	0	Cancer Gene Census
ENSG00000141646	SMAD4	SMAD family member 4	18q21.2	protein_coding	0	513	0.00	442	18289	2.42	511	1	0.20	9	1.76	52	10.18	0	0.00	0	Cancer Gene Census
ENSG00000141867	BRD4	bromodomain containing 4	19p13.12	protein_coding	0	513	0.00	294	18289	1.61	511	1	0.20	40	7.83	5	0.98	0	0.00	0	Cancer Gene Census
ENSG00000141985	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	19p13.3	protein_coding	0	513	0.00	118	18289	0.65	511	0	0.00	37	7.24	14	2.74	0	0.00	0	Cancer Gene Census
ENSG00000142867	BCL10	BCL10 immune signaling adaptor	1p22.3	protein_coding	0	513	0.00	76	18289	0.42	511	2	0.39	12	2.35	177	34.64	1	0.20	0	Cancer Gene Census
ENSG00000143294	PRCC	proline rich mitotic checkpoint control factor	1q23.1	protein_coding	0	513	0.00	134	18289	0.73	511	4	0.78	32	6.26	3	0.59	0	0.00	0	Cancer Gene Census
ENSG00000143437	ARNT	aryl hydrocarbon receptor nuclear translocator	1q21.3	protein_coding	0	513	0.00	188	18289	1.03	511	2	0.39	26	5.09	3	0.59	0	0.00	0	Cancer Gene Census
ENSG00000149948	HMGA2	high mobility group AT-hook 2	12q14.3	protein_coding	0	513	0.00	90	18289	0.49	511	2	0.39	12	2.35	49	9.59	0	0.00	0	Cancer Gene Census
ENSG00000150907	FOXO1	forkhead box O1	13q14.11	protein_coding	0	513	0.00	182	18289	1.00	511	1	0.20	7	1.37	99	19.37	0	0.00	0	Cancer Gene Census
ENSG00000152894	PTPRK	protein tyrosine phosphatase receptor type K	6q22.33	protein_coding	0	513	0.00	477	18289	2.61	511	0	0.00	6	1.17	70	13.70	0	0.00	0	Cancer Gene Census
ENSG00000153165	RGPD3	RANBP2 like and GRIP domain containing 3	2q12.2	protein_coding	0	513	0.00	149	18289	0.81	511	1	0.20	9	1.76	6	1.17	0	0.00	0	Cancer Gene Census
ENSG00000153814	JAZF1	JAZF zinc finger 1	7p15.2, 7p15.1	protein_coding	0	513	0.00	89	18289	0.49	511	19	3.72	74	14.48	1	0.20	0	0.00	0	Cancer Gene Census
ENSG00000156052	GNAQ	G protein subunit alpha q	9q21.2	protein_coding	0	513	0.00	152	18289	0.83	511	2	0.39	18	3.52	28	5.48	0	0.00	0	Cancer Gene Census
ENSG00000157613	CREB3L1	cAMP responsive element binding protein 3 like 1	11p11.2	protein_coding	0	513	0.00	114	18289	0.62	511	0	0.00	13	2.54	45	8.81	0	0.00	0	Cancer Gene Census
ENSG00000159784	FAM131B	family with sequence similarity 131 member B	7q34	protein_coding	0	513	0.00	179	18289	0.98	511	28	5.48	131	25.64	4	0.78	0	0.00	0	Cancer Gene Census
ENSG00000160201	U2AF1	U2 small nuclear RNA auxiliary factor 1	21q22.3	protein_coding	0	513	0.00	8	18289	0.04	511	0	0.00	16	3.13	29	5.68	0	0.00	0	Cancer Gene Census
ENSG00000161547	SRSF2	serine and arginine rich splicing factor 2	17q25.1	protein_coding	0	513	0.00	88	18289	0.48	511	3	0.59	31	6.07	10	1.96	0	0.00	0	Cancer Gene Census
ENSG00000163655	GMPS	guanine monophosphate synthase	3q25.31	protein_coding	0	513	0.00	186	18289	1.02	511	1	0.20	5	0.98	30	5.87	0	0.00	0	Cancer Gene Census
ENSG00000163930	BAP1	BRCA1 associated protein 1	3p21.1	protein_coding	0	513	0.00	361	18289	1.97	511	1	0.20	5	0.98	44	8.61	0	0.00	0	Cancer Gene Census
ENSG00000164305	CASP3	caspase 3	4q35.1	protein_coding	0	513	0.00	74	18289	0.40	511	1	0.20	3	0.59	105	20.55	0	0.00	0	Cancer Gene Census
ENSG00000164919	COX6C	cytochrome c oxidase subunit 6C	8q22.2	protein_coding	0	513	0.00	26	18289	0.14	511	12	2.35	60	11.74	4	0.78	0	0.00	0	Cancer Gene Census
ENSG00000165025	SYK	spleen associated tyrosine kinase	9q22.2	protein_coding	0	513	0.00	200	18289	1.09	511	2	0.39	18	3.52	27	5.28	0	0.00	0	Cancer Gene Census
ENSG00000166501	PRKCB	protein kinase C beta	16p12.2, 16p12.1	protein_coding	0	513	0.00	393	18289	2.15	511	1	0.20	7	1.37	14	2.74	0	0.00	0	Cancer Gene Census
ENSG00000166710	B2M	beta-2-microglobulin	15q21.1	protein_coding	0	513	0.00	207	18289	1.13	511	1	0.20	4	0.78	55	10.76	0	0.00	0	Cancer Gene Census
ENSG00000166886	NAB2	NGFI-A binding protein 2	12q13.3	protein_coding	0	513	0.00	124	18289	0.68	511	3	0.59	14	2.74	51	9.98	0	0.00	0	Cancer Gene Census
ENSG00000167751	KLK2	kallikrein related peptidase 2	19q13.33	protein_coding	0	513	0.00	115	18289	0.63	511	0	0.00	20	3.91	250	48.92	0	0.00	0	Cancer Gene Census
ENSG00000167985	SDHAF2	succinate dehydrogenase complex assembly factor 2	11q12.2	protein_coding	0	513	0.00	67	18289	0.37	511	0	0.00	21	4.11	13	2.54	0	0.00	0	Cancer Gene Census
ENSG00000168092	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	11q23.3	protein_coding	0	513	0.00	55	18289	0.30	511	3	0.59	42	8.22	16	3.13	0	0.00	0	Cancer Gene Census
ENSG00000168496	FEN1	flap structure-specific endonuclease 1	11q12.2	protein_coding	0	513	0.00	76	18289	0.42	511	0	0.00	21	4.11	13	2.54	0	0.00	0	Cancer Gene Census
ENSG00000169032	MAP2K1	mitogen-activated protein kinase kinase 1	15q22.31	protein_coding	0	513	0.00	177	18289	0.97	511	2	0.39	5	0.98	43	8.41	0	0.00	0	Cancer Gene Census
ENSG00000169696	ASPSCR1	ASPSCR1 tether for SLC2A4, UBX domain containing	17q25.3	protein_coding	0	513	0.00	160	18289	0.87	511	2	0.39	28	5.48	13	2.54	1	0.20	0	Cancer Gene Census
ENSG00000170791	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	8q12.1	protein_coding	0	513	0.00	33	18289	0.18	511	4	0.78	30	5.87	7	1.37	0	0.00	0	Cancer Gene Census
ENSG00000171791	BCL2	BCL2 apoptosis regulator	18q21.33	protein_coding	0	513	0.00	70	18289	0.38	511	1	0.20	12	2.35	51	9.98	0	0.00	0	Cancer Gene Census
ENSG00000172409	CLP1	cleavage factor polyribonucleotide kinase subunit 1	11q12.1	protein_coding	0	513	0.00	99	18289	0.54	511	0	0.00	17	3.33	14	2.74	0	0.00	0	Cancer Gene Census
ENSG00000172493	AFF1	AF4/FMR2 family member 1	4q21.3, 4q22.1	protein_coding	0	513	0.00	292	18289	1.60	511	2	0.39	2	0.39	68	13.31	0	0.00	0	Cancer Gene Census
ENSG00000172936	MYD88	MYD88 innate immune signal transduction adaptor	3p22.2	protein_coding	0	513	0.00	75	18289	0.41	511	1	0.20	7	1.37	35	6.85	0	0.00	0	Cancer Gene Census
ENSG00000174775	HRAS	HRas proto-oncogene, GTPase	11p15.5	protein_coding	0	513	0.00	176	18289	0.96	511	0	0.00	14	2.74	91	17.81	2	0.39	0	Cancer Gene Census
ENSG00000175329	ISX	intestine specific homeobox	22q12.3	protein_coding	0	513	0.00	121	18289	0.66	511	0	0.00	10	1.96	49	9.59	0	0.00	0	Cancer Gene Census
ENSG00000175643	RMI2	RecQ mediated genome instability 2	16p13.13	protein_coding	0	513	0.00	20	18289	0.11	511	1	0.20	10	1.96	9	1.76	0	0.00	0	Cancer Gene Census
ENSG00000176302	FOXR1	forkhead box R1	11q23.3	protein_coding	0	513	0.00	88	18289	0.48	511	4	0.78	51	9.98	14	2.74	0	0.00	0	Cancer Gene Census
ENSG00000176571	CNBD1	cyclic nucleotide binding domain containing 1	8q21.3	protein_coding	0	513	0.00	292	18289	1.60	511	8	1.57	41	8.02	7	1.37	0	0.00	0	Cancer Gene Census
ENSG00000177606	JUN	Jun proto-oncogene, AP-1 transcription factor subunit	1p32.1	protein_coding	0	513	0.00	95	18289	0.52	511	2	0.39	11	2.15	177	34.64	1	0.20	0	Cancer Gene Census
ENSG00000178053	MLF1	myeloid leukemia factor 1	3q25.32	protein_coding	0	513	0.00	108	18289	0.59	511	1	0.20	6	1.17	32	6.26	0	0.00	0	Cancer Gene Census
ENSG00000178691	SUZ12	SUZ12 polycomb repressive complex 2 subunit	17q11.2	protein_coding	0	513	0.00	164	18289	0.90	511	0	0.00	5	0.98	15	2.94	0	0.00	0	Cancer Gene Census
ENSG00000179583	CIITA	class II major histocompatibility complex transactivator	16p13.13	protein_coding	0	513	0.00	353	18289	1.93	511	1	0.20	10	1.96	9	1.76	0	0.00	0	Cancer Gene Census
ENSG00000180611	MB21D2	Mab-21 domain containing 2	3q29	protein_coding	0	513	0.00	220	18289	1.20	511	2	0.39	11	2.15	44	8.61	0	0.00	0	Cancer Gene Census
ENSG00000183161	FANCF	FA complementation group F	11p14.3	protein_coding	0	513	0.00	96	18289	0.52	511	0	0.00	13	2.54	62	12.13	0	0.00	0	Cancer Gene Census
ENSG00000185338	SOCS1	suppressor of cytokine signaling 1	16p13.13	protein_coding	0	513	0.00	51	18289	0.28	511	1	0.20	10	1.96	9	1.76	0	0.00	0	Cancer Gene Census
ENSG00000185499	MUC1	mucin 1, cell surface associated	1q22	protein_coding	0	513	0.00	103	18289	0.56	511	3	0.59	29	5.68	3	0.59	0	0.00	0	Cancer Gene Census
ENSG00000185630	PBX1	PBX homeobox 1	1q23.3	protein_coding	0	513	0.00	204	18289	1.12	511	2	0.39	27	5.28	4	0.78	0	0.00	0	Cancer Gene Census
ENSG00000186051	TAL2	TAL bHLH transcription factor 2	9q31.2	protein_coding	0	513	0.00	35	18289	0.19	511	2	0.39	19	3.72	29	5.68	0	0.00	0	Cancer Gene Census
ENSG00000186575	NF2	neurofibromin 2	22q12.2	protein_coding	0	513	0.00	211	18289	1.15	511	0	0.00	10	1.96	42	8.22	0	0.00	0	Cancer Gene Census
ENSG00000187098	MITF	melanocyte inducing transcription factor	3p13	protein_coding	0	513	0.00	196	18289	1.07	511	1	0.20	4	0.78	35	6.85	0	0.00	0	Cancer Gene Census
ENSG00000187735	TCEA1	transcription elongation factor A1	8q11.23	protein_coding	0	513	0.00	92	18289	0.50	511	3	0.59	32	6.26	7	1.37	0	0.00	0	Cancer Gene Census
ENSG00000188199	NUTM2B	NUT family member 2B	10q22.3	protein_coding	0	513	0.00	40	18289	0.22	511	1	0.20	2	0.39	89	17.42	1	0.20	0	Cancer Gene Census
ENSG00000189283	FHIT	fragile histidine triad diadenosine triphosphatase	3p14.2	protein_coding	0	513	0.00	60	18289	0.33	511	1	0.20	4	0.78	38	7.44	0	0.00	0	Cancer Gene Census
ENSG00000196090	PTPRT	protein tyrosine phosphatase receptor type T	20q12, 20q13.11	protein_coding	0	513	0.00	938	18289	5.13	511	4	0.78	32	6.26	1	0.20	0	0.00	0	Cancer Gene Census
